Diatoms,Dinoflagellates,Haptophytes,Cryptophytes,Green_algae,Cyanobacteria
0.04936419907006442,0.008794208666652509,0.058609929071418994,0.024158970897006513,0.03334703646493426,0.0424722465333525
0.05830615697486452,0.008513841740608555,0.07987244881418759,0.05806195906868298,0.04087326088313837,0.044165479677882154
0.043179089288113905,0.009517861880928291,0.04553243073207264,0.04506402777027077,0.04339569974685135,0.048584197380865744
0.039261856225106896,0.0081440289116331,0.05338578063405869,0.038437918809307525,0.03373110935667856,0.0370761648420681
0.04595784759637271,0.007850934562070755,0.05553693107539897,0.04159077241583861,0.03590549375446931,0.039349503070701654
0.03753807505485983,0.008574779581185174,0.05219755745693489,0.03014277513099226,0.028289743535946914,0.03617203317248257
0.016426972908579564,0.008169269913816495,0.03272519895006707,0.01620634206317371,0.020753599807374554,0.030396568446377833
0.07705624241868801,0.01904872103964453,0.055715696798604934,0.05436496541368231,0.040575963179963946,0.05092787093673544
0.03371320124399186,0.03268527009882316,0.04296854717665955,0.03550291450296257,0.032003080825899075,0.041625793970116176
0.028622988677151677,0.031425404725286626,0.04015736100770975,0.02562833650273632,0.027994284420874687,0.03729076120054657
0.039257835464193286,0.008555239967201353,0.051222018288356555,0.031182727626145497,0.03286378287828164,0.042389962920777416
0.047345653069322785,0.008525970472522584,0.05287498909877811,0.03428852196311961,0.035135281684362515,0.04179601111847108
0.061997906890924916,0.008749578976898417,0.048054795946718416,0.047221087226021016,0.04855993807544453,0.06148241038119172
